Time(s),TotalEscaped,ActiveAgents,AverageSpeed,MaxCongestion,Seed,ActiveSigns,Exit_Exit_Sub3,Exit_Exit_Sub2,Exit_Exit_Sub1,Exit_Exit_Sub_Main,Zone_ZoneSensor stair (4)_noSmartSign,Zone_ZoneSensor (1)
479.32,213,787,0.0712,2,0,0,201,198,72,316,2,0
480.42,213,787,0.0691,2,0,0,201,198,72,316,2,0
481.5,213,787,0.072,2,0,0,201,198,72,316,2,0
482.51,213,787,0.0718,0,0,0,201,198,72,316,0,0
483.6,213,787,0.0701,0,0,0,201,198,72,316,0,0
484.66,213,787,0.0732,0,0,0,201,198,72,316,0,0
485.74,214,786,0.0757,0,0,0,200,198,72,316,0,0
486.83,214,786,0.0745,0,0,0,200,198,72,316,0,0
487.93,215,785,0.0714,0,0,0,199,198,72,316,0,0
489.04,215,785,0.0726,0,0,0,199,198,72,316,0,0
490.12,216,784,0.0682,0,0,0,199,197,72,316,0,0
491.16,216,784,0.0687,0,0,0,199,197,72,316,0,0
492.22,216,784,0.0695,0,0,0,199,197,72,316,0,0
493.29,216,784,0.0711,0,0,0,199,197,72,316,0,0
494.29,216,784,0.074,0,0,0,199,197,72,316,0,0
495.33,216,784,0.0741,0,0,0,199,197,72,316,0,0
496.41,216,784,0.0857,0,0,0,199,197,72,316,0,0
497.45,216,784,0.0878,0,0,0,199,197,72,316,0,0
498.53,217,783,0.0844,0,0,0,199,196,72,316,0,0
499.56,217,783,0.0859,0,0,0,199,196,72,316,0,0
500.6,217,783,0.0871,0,0,0,199,196,72,316,0,0
501.62,218,782,0.0922,0,0,0,199,195,72,316,0,0
502.62,220,780,0.0896,0,0,0,199,193,72,316,0,0
503.66,223,777,0.0807,0,0,0,198,191,72,316,0,0
504.72,223,777,0.083,0,0,0,198,191,72,316,0,0
505.83,225,775,0.0775,0,0,0,198,191,71,315,0,0
506.85,225,775,0.0794,0,0,0,198,191,71,315,0,0
507.85,226,774,0.0789,0,0,0,198,190,71,315,0,0
508.91,226,774,0.0821,0,0,0,198,190,71,315,0,0
509.95,226,774,0.0821,2,0,0,198,190,71,315,0,2
510.96,228,772,0.0778,2,0,0,197,190,70,315,0,2
512.03,228,772,0.0822,2,0,0,197,190,70,315,0,2
513.09,228,772,0.0792,2,0,0,197,190,70,315,0,2
514.18,231,769,0.074,0,0,0,196,189,70,314,0,0
515.26,231,769,0.0758,0,0,0,196,189,70,314,0,0
516.36,232,768,0.0725,0,0,0,196,189,69,314,0,0
517.43,233,767,0.0785,0,0,0,195,189,69,314,0,0
518.54,234,766,0.0745,0,0,0,195,188,69,314,0,0
519.61,235,765,0.076,0,0,0,195,188,69,313,0,0
520.64,235,765,0.0767,0,0,0,195,188,69,313,0,0
521.69,235,765,0.0804,2,0,0,195,188,69,313,0,2
522.69,236,764,0.0773,2,0,0,195,188,69,312,2,0
523.8,236,764,0.0775,2,0,0,195,188,69,312,2,0
524.92,236,764,0.075,2,0,0,195,188,69,312,2,0
525.96,236,764,0.0751,2,0,0,195,188,69,312,2,0
527.05,238,762,0.0745,0,0,0,195,188,69,310,0,0
528.1,240,760,0.07,0,0,0,194,188,69,309,0,0
529.18,240,760,0.0702,0,0,0,194,188,69,309,0,0
530.29,240,760,0.0727,0,0,0,194,188,69,309,0,0
531.3,241,759,0.07,0,0,0,193,188,69,309,0,0
532.37,241,759,0.0691,0,0,0,193,188,69,309,0,0
533.43,242,758,0.0668,0,0,0,193,188,69,308,0,0
534.49,242,758,0.0659,0,0,0,193,188,69,308,0,0
535.6,242,758,0.0689,0,0,0,193,188,69,308,0,0
536.97,244,756,0.0636,0,0,0,193,187,69,307,0,0
537.98,244,756,0.0666,0,0,0,193,187,69,307,0,0
539.02,244,756,0.071,0,0,0,193,187,69,307,0,0
540.1,244,756,0.0733,0,0,0,193,187,69,307,0,0
541.12,246,754,0.0667,0,0,0,193,187,68,306,0,0
542.19,246,754,0.0696,2,0,0,193,187,68,306,0,2
543.22,247,753,0.0681,0,0,0,193,187,68,305,0,0
544.23,247,753,0.0661,0,0,0,193,187,68,305,0,0
545.26,248,752,0.0635,0,0,0,193,187,67,305,0,0
546.28,248,752,0.0629,0,0,0,193,187,67,305,0,0
547.33,249,751,0.066,0,0,0,193,187,67,304,0,0
548.41,249,751,0.0724,0,0,0,193,187,67,304,0,0
549.42,249,751,0.0717,0,0,0,193,187,67,304,0,0
550.49,249,751,0.0771,0,0,0,193,187,67,304,0,0
551.5,249,751,0.0749,0,0,0,193,187,67,304,0,0
552.53,250,750,0.0768,0,0,0,193,187,66,304,0,0
553.6,250,750,0.0791,0,0,0,193,187,66,304,0,0
554.64,250,750,0.0822,0,0,0,193,187,66,304,0,0
555.65,251,749,0.0845,0,0,0,193,187,66,303,0,0
556.67,251,749,0.0844,0,0,0,193,187,66,303,0,0
557.81,251,749,0.088,0,0,0,193,187,66,303,0,0
558.88,251,749,0.0907,0,0,0,193,187,66,303,0,0
559.93,251,749,0.092,0,0,0,193,187,66,303,0,0
560.97,251,749,0.09,0,0,0,193,187,66,303,0,0
561.97,251,749,0.0894,0,0,0,193,187,66,303,0,0
562.97,251,749,0.092,0,0,0,193,187,66,303,0,0
563.99,252,748,0.0916,0,0,0,193,187,66,302,0,0
564.99,252,748,0.0935,0,0,0,193,187,66,302,0,0
566.02,252,748,0.0893,0,0,0,193,187,66,302,0,0
567.04,252,748,0.0896,0,0,0,193,187,66,302,0,0
568.11,254,746,0.0827,0,0,0,193,185,66,302,0,0
569.14,255,745,0.0799,0,0,0,193,184,66,302,0,0
570.18,255,745,0.0803,0,0,0,193,184,66,302,0,0
571.19,255,745,0.0808,0,0,0,193,184,66,302,0,0
572.26,255,745,0.082,0,0,0,193,184,66,302,0,0
573.35,255,745,0.0851,0,0,0,193,184,66,302,0,0
574.4,255,745,0.0866,2,0,0,193,184,66,302,0,2
575.45,256,744,0.0825,0,0,0,193,184,66,301,0,0
576.53,259,741,0.0778,0,0,0,193,182,66,300,0,0
577.54,259,741,0.0775,0,0,0,193,182,66,300,0,0
578.6,260,740,0.0777,0,0,0,193,182,66,299,0,0
579.68,260,740,0.076,0,0,0,193,182,66,299,0,0
580.77,260,740,0.0743,0,0,0,193,182,66,299,0,0
581.83,261,739,0.0738,0,0,0,192,182,66,299,0,0
582.93,261,739,0.0722,0,0,0,192,182,66,299,0,0
583.97,262,738,0.0684,0,0,0,192,182,65,299,0,0
585.05,264,736,0.0637,0,0,0,192,182,64,298,0,0
586.12,266,734,0.0643,0,0,0,191,182,63,298,0,0
587.12,266,734,0.0633,0,0,0,191,182,63,298,0,0
588.2,266,734,0.0639,2,0,0,191,182,63,298,0,2
589.28,267,733,0.0629,0,0,0,191,182,63,297,0,0
590.32,267,733,0.0632,0,0,0,191,182,63,297,0,0
591.33,267,733,0.0696,0,0,0,191,182,63,297,0,0
592.41,267,733,0.0701,0,0,0,191,182,63,297,0,0
593.46,269,731,0.0633,0,0,0,190,182,63,296,0,0
594.5,269,731,0.0655,0,0,0,190,182,63,296,0,0
595.54,269,731,0.0632,0,0,0,190,182,63,296,0,0
596.58,269,731,0.0627,0,0,0,190,182,63,296,0,0
597.65,271,729,0.0576,0,0,0,190,182,62,295,0,0
598.73,271,729,0.0685,0,0,0,190,182,62,295,0,0
599.78,271,729,0.0678,0,0,0,190,182,62,295,0,0
600.78,272,728,0.0681,0,0,0,190,182,62,294,0,0
601.81,272,728,0.0703,0,0,0,190,182,62,294,0,0
602.82,272,728,0.0744,0,0,0,190,182,62,294,0,0
603.85,272,728,0.074,0,0,0,190,182,62,294,0,0
604.96,272,728,0.0718,0,0,0,190,182,62,294,0,0
605.98,272,728,0.078,0,0,0,190,182,62,294,0,0
607.03,272,728,0.0853,0,0,0,190,182,62,294,0,0
608.03,272,728,0.0908,0,0,0,190,182,62,294,0,0
609.09,274,726,0.0829,0,0,0,188,182,62,294,0,0
610.14,274,726,0.0822,0,0,0,188,182,62,294,0,0
611.23,274,726,0.087,0,0,0,188,182,62,294,0,0
612.25,276,724,0.0888,0,0,0,187,181,62,294,0,0
613.26,276,724,0.092,2,0,0,187,181,62,294,0,2
614.27,276,724,0.0903,2,0,0,187,181,62,294,0,2
615.29,277,723,0.0875,2,0,0,187,180,62,294,2,0
616.29,277,723,0.0865,2,0,0,187,180,62,294,2,0
617.35,277,723,0.0902,2,0,0,187,180,62,294,2,0
618.36,277,723,0.0917,0,0,0,187,180,62,294,0,0
619.45,278,722,0.0907,0,0,0,186,180,62,294,0,0
620.48,279,721,0.086,0,0,0,186,180,61,294,0,0
621.54,280,720,0.0894,0,0,0,186,180,61,293,0,0
622.56,281,719,0.0881,0,0,0,185,180,61,293,0,0
623.6,282,718,0.0953,0,0,0,184,180,61,293,0,0
624.67,282,718,0.0925,0,0,0,184,180,61,293,0,0
625.75,283,717,0.087,0,0,0,184,179,61,293,0,0
626.76,283,717,0.0897,0,0,0,184,179,61,293,0,0
627.82,287,713,0.0801,0,0,0,184,179,61,289,0,0
628.85,289,711,0.0769,0,0,0,182,179,61,289,0,0
629.88,289,711,0.0758,0,0,0,182,179,61,289,0,0
630.92,289,711,0.0775,0,0,0,182,179,61,289,0,0
631.96,291,709,0.0808,0,0,0,181,179,60,289,0,0
633.06,291,709,0.0808,0,0,0,181,179,60,289,0,0
634.16,292,708,0.0774,0,0,0,180,179,60,289,0,0
635.23,292,708,0.077,0,0,0,180,179,60,289,0,0
636.33,292,708,0.0771,0,0,0,180,179,60,289,0,0
637.34,292,708,0.077,0,0,0,180,179,60,289,0,0
638.44,293,707,0.0774,0,0,0,180,178,60,289,0,0
639.53,293,707,0.0756,0,0,0,180,178,60,289,0,0
640.61,294,706,0.0807,0,0,0,180,178,60,288,0,0
641.69,294,706,0.0815,0,0,0,180,178,60,288,0,0
642.76,295,705,0.0815,0,0,0,180,178,60,287,0,0
643.78,295,705,0.0793,0,0,0,180,178,60,287,0,0
644.81,295,705,0.0811,2,0,0,180,178,60,287,0,2
645.88,296,704,0.0799,0,0,0,180,178,60,286,0,0
646.93,296,704,0.0839,0,0,0,180,178,60,286,0,0
647.94,296,704,0.0816,0,0,0,180,178,60,286,0,0
648.96,296,704,0.084,0,0,0,180,178,60,286,0,0
650.07,296,704,0.0876,2,0,0,180,178,60,286,0,2
651.11,297,703,0.0896,0,0,0,180,178,60,285,0,0
652.12,297,703,0.0881,2,0,0,180,178,60,285,0,2
653.22,299,701,0.0818,4,0,0,180,177,60,284,0,4
654.31,300,700,0.0823,4,0,0,180,177,60,283,0,4
655.36,304,696,0.0668,4,0,0,179,176,60,281,0,4
656.44,305,695,0.0657,4,0,0,179,175,60,281,0,4
657.47,305,695,0.0654,0,0,0,179,175,60,281,0,0
658.52,305,695,0.0647,0,0,0,179,175,60,281,0,0
659.63,305,695,0.065,0,0,0,179,175,60,281,0,0
660.66,306,694,0.065,0,0,0,178,175,60,281,0,0
661.7,306,694,0.0639,0,0,0,178,175,60,281,0,0
662.72,306,694,0.0638,0,0,0,178,175,60,281,0,0
663.8,306,694,0.0637,0,0,0,178,175,60,281,0,0
664.81,306,694,0.0669,0,0,0,178,175,60,281,0,0
665.83,306,694,0.0637,0,0,0,178,175,60,281,0,0
666.85,306,694,0.0661,0,0,0,178,175,60,281,0,0
667.95,306,694,0.0714,0,0,0,178,175,60,281,0,0
669,306,694,0.078,0,0,0,178,175,60,281,0,0
670.05,306,694,0.0756,0,0,0,178,175,60,281,0,0
671.07,306,694,0.0764,0,0,0,178,175,60,281,0,0
672.19,306,694,0.0741,2,0,0,178,175,60,281,0,2
673.29,307,693,0.0726,0,0,0,178,175,60,280,0,0
674.4,307,693,0.0735,0,0,0,178,175,60,280,0,0
675.46,307,693,0.0715,0,0,0,178,175,60,280,0,0
676.47,307,693,0.0783,0,0,0,178,175,60,280,0,0
677.48,308,692,0.085,0,0,0,177,175,60,280,0,0
678.59,308,692,0.08,0,0,0,177,175,60,280,0,0
679.66,309,691,0.0764,0,0,0,176,175,60,280,0,0
680.71,309,691,0.0781,0,0,0,176,175,60,280,0,0
681.74,309,691,0.0784,0,0,0,176,175,60,280,0,0
682.84,309,691,0.0814,0,0,0,176,175,60,280,0,0
683.88,309,691,0.0794,0,0,0,176,175,60,280,0,0
684.97,310,690,0.076,0,0,0,175,175,60,280,0,0
686.01,310,690,0.0791,2,0,0,175,175,60,280,0,2
687.05,311,689,0.0772,0,0,0,175,175,60,279,0,0
688.1,312,688,0.075,0,0,0,175,175,60,278,0,0
689.22,312,688,0.0807,0,0,0,175,175,60,278,0,0
690.25,313,687,0.0786,4,0,0,175,175,60,277,0,4
691.31,315,685,0.0703,2,0,0,174,175,60,276,0,2
692.4,315,685,0.0702,2,0,0,174,175,60,276,0,2
693.43,315,685,0.0714,2,0,0,174,175,60,276,0,2
694.46,316,684,0.0713,0,0,0,174,175,60,275,0,0
695.47,316,684,0.0722,0,0,0,174,175,60,275,0,0
696.54,316,684,0.0747,0,0,0,174,175,60,275,0,0
697.58,316,684,0.0732,2,0,0,174,175,60,275,0,2
698.68,316,684,0.0709,2,0,0,174,175,60,275,0,2
699.7,317,683,0.0782,0,0,0,174,175,60,274,0,0
700.74,317,683,0.0832,0,0,0,174,175,60,274,0,0
701.78,317,683,0.0865,0,0,0,174,175,60,274,0,0
702.88,318,682,0.0877,0,0,0,174,175,60,273,0,0
703.95,319,681,0.0881,0,0,0,174,175,60,272,0,0
705.03,319,681,0.0865,0,0,0,174,175,60,272,0,0
706.08,319,681,0.0858,0,0,0,174,175,60,272,0,0
707.1,320,680,0.0873,0,0,0,174,174,60,272,0,0
708.11,320,680,0.0876,0,0,0,174,174,60,272,0,0
709.11,320,680,0.0934,0,0,0,174,174,60,272,0,0
710.18,322,678,0.0843,0,0,0,174,173,60,271,0,0
711.2,323,677,0.0791,0,0,0,174,172,60,271,0,0
712.24,323,677,0.0799,0,0,0,174,172,60,271,0,0
713.25,324,676,0.0816,0,0,0,174,172,60,270,0,0
714.3,325,675,0.0824,0,0,0,174,172,60,269,0,0
715.32,325,675,0.0863,0,0,0,174,172,60,269,0,0
716.39,327,673,0.0994,0,0,0,174,171,60,268,0,0
717.5,328,672,0.0964,0,0,0,174,171,60,267,0,0
718.58,328,672,0.0938,0,0,0,174,171,60,267,0,0
719.68,329,671,0.0957,0,0,0,174,171,60,266,0,0
720.71,329,671,0.099,0,0,0,174,171,60,266,0,0
721.74,329,671,0.0993,2,0,0,174,171,60,266,2,0
722.76,329,671,0.1,2,0,0,174,171,60,266,2,0
723.84,329,671,0.0978,2,0,0,174,171,60,266,2,0
724.86,329,671,0.0992,2,0,0,174,171,60,266,2,0
725.95,329,671,0.0997,0,0,0,174,171,60,266,0,0
726.98,329,671,0.0996,0,0,0,174,171,60,266,0,0
728.08,332,668,0.0898,0,0,0,173,171,60,264,0,0
729.13,332,668,0.0907,0,0,0,173,171,60,264,0,0
730.26,332,668,0.0908,0,0,0,173,171,60,264,0,0
731.37,332,668,0.0946,0,0,0,173,171,60,264,0,0
732.38,332,668,0.0945,2,0,0,173,171,60,264,0,2
733.45,332,668,0.1007,2,0,0,173,171,60,264,0,2
734.46,333,667,0.097,2,0,0,173,170,60,264,0,2
735.49,335,665,0.0931,0,0,0,173,169,60,263,0,0
736.56,335,665,0.087,0,0,0,173,169,60,263,0,0
737.65,336,664,0.0883,0,0,0,172,169,60,263,0,0
738.71,336,664,0.1001,0,0,0,172,169,60,263,0,0
739.74,336,664,0.0983,0,0,0,172,169,60,263,0,0
740.75,336,664,0.1006,0,0,0,172,169,60,263,0,0
741.85,337,663,0.0944,0,0,0,172,168,60,263,0,0
742.89,338,662,0.0922,0,0,0,172,168,60,262,0,0
743.99,339,661,0.0863,0,0,0,171,168,60,262,0,0
745.04,339,661,0.0817,0,0,0,171,168,60,262,0,0
746.05,339,661,0.0841,0,0,0,171,168,60,262,0,0
747.06,340,660,0.087,0,0,0,171,168,60,261,0,0
748.11,340,660,0.0897,0,0,0,171,168,60,261,0,0
749.34,340,660,0.0986,0,0,0,171,168,60,261,0,0
750.42,340,660,0.0975,0,0,0,171,168,60,261,0,0
751.43,340,660,0.0964,0,0,0,171,168,60,261,0,0
752.5,340,660,0.0961,0,0,0,171,168,60,261,0,0
753.6,340,660,0.0966,0,0,0,171,168,60,261,0,0
754.69,342,658,0.0903,0,0,0,171,166,60,261,0,0
755.74,342,658,0.0975,0,0,0,171,166,60,261,0,0
756.77,343,657,0.0914,0,0,0,171,166,60,260,0,0
757.78,344,656,0.0895,0,0,0,171,165,60,260,0,0
758.79,344,656,0.0922,0,0,0,171,165,60,260,0,0
759.81,344,656,0.0911,0,0,0,171,165,60,260,0,0
